# HIP Sn So Nc RArad DErad Plx pmRA pmDE e_RArad e_DErad e_Plx e_pmRA e_pmDE Ntr F2 F1 var ic Hpmag e_Hpmag sHp VA B_V e_B_V V_I UW1 UW2 UW3 UW4 UW5 UW6 UW7 UW8 UW9 UW10 UW11 UW12 UW13 UW14 UW15
# taken from HIP2.dat from https://code.google.com/p/pystaratlas/
73334 55 3 2 3.9233328099 -0.7348559006 8.51 -17.62 -22.51 0.45 0.3 0.54 0.66 0.51 102 23.75 0 0.0 0 3.0671 0.0006 0.005 0 -0.208 0.01 -0.21 1.07 3.37 1.01 0.12 -0.55 1.03 0.93 0.05 1.21 1.01 0.49 0.15 0.11 -0.93 1.0
73555 5 0 1 3.935484253 0.7049496023 14.48 -40.15 -28.86 0.11 0.11 0.14 0.12 0.14 147 0.45 0 0.0 0 3.6469 0.0003 0.004 0 0.956 0.0 0.89 1.05 -0.9 1.01 0.97 -0.1 1.02 1.96 1.08 0.57 1.0 0.83 0.21 -1.17 0.54 1.0
73714 5 0 1 3.9447540497 -0.4412516273 11.31 -71.16 -43.34 0.23 0.14 0.25 0.42 0.23 45 0.42 0 0.0 0 3.3093 0.01 0.06 0 1.674 0.038 2.23 1.02 -1.38 1.07 -0.24 1.48 1.09 0.04 0.28 -0.72 1.2 0.47 0.02 2.3 -3.0 1.0
74395 5 0 1 3.9806017454 -0.9093003916 27.8 -112.92 -71.18 0.1 0.1 0.15 0.12 0.14 90 -2.91 0 0.0 0 3.5711 0.0005 0.004 0 0.918 0.004 0.91 1.02 1.54 1.07 0.48 1.86 1.02 -0.11 -0.56 0.7 1.01 -0.62 -0.3 0.97 0.69 1.0
74666 5 0 1 3.994629874 0.5814582287 26.78 84.74 -111.58 0.09 0.11 0.16 0.1 0.13 193 0.65 2 0.0 0 3.6268 0.0003 0.004 0 0.961 0.003 0.96 1.01 -0.87 1.01 0.2 0.68 1.01 0.93 -0.73 0.15 1.01 -0.66 -0.46 -1.27 0.81 1.0
74785 5 0 1 4.0012016219 -0.1637619163 17.62 -98.1 -19.65 0.14 0.1 0.16 0.18 0.15 64 -2.01 1 0.0 0 2.5739 0.0006 0.005 0 -0.071 0.004 -0.08 1.13 3.25 1.05 1.29 1.48 1.0 -0.88 0.74 0.18 1.1 0.54 -0.17 -0.34 2.57 1.0
74824 5 0 1 4.0034188011 -1.0262689373 32.73 -97.74 -134.15 0.15 0.13 0.19 0.28 0.22 108 -1.13 0 0.0 0 4.1042 0.0005 0.004 0 0.088 0.007 0.08 1.19 -2.5 1.1 -0.14 0.37 1.01 -0.02 -1.75 0.68 1.37 -1.91 0.54 -0.71 -3.89 1.0
74946 5 0 1 4.0095077154 -1.1986828347 17.74 -66.58 -32.31 0.06 0.09 0.12 0.08 0.11 199 -2.12 0 0.0 0 2.8816 0.0003 0.004 0 0.014 0.008 0.04 1.04 -2.58 1.04 0.61 -0.73 1.0 1.56 0.04 -0.48 1.03 -0.25 -1.97 -0.35 -1.86 1.0
75097 5 0 1 4.0174388121 1.2537393443 6.7 -17.73 17.9 0.11 0.1 0.11 0.13 0.11 110 -0.42 1 0.0 0 3.0449 0.0004 0.004 0 0.058 0.014 0.12 1.03 0.1 1.07 0.5 2.82 1.0 1.11 1.44 -0.68 1.01 1.66 0.85 0.27 1.4 1.0
75141 1 1 1 4.0202449707 -0.7094319926 3.69 -19.49 -25.29 0.4 0.31 0.54 0.52 0.4 112 0.21 0 2.2 0 3.1417 0.0011 0.01 0 -0.227 0.012 -0.23 1.11 1.23 1.04 0.25 -0.04 1.03 -0.14 -0.54 0.48 1.0 -0.7 0.14 -0.23 -0.06 1.0
75177 5 0 1 4.0221430016 -0.6328767628 11.86 -92.33 -85.67 0.14 0.09 0.16 0.17 0.14 103 -1.38 0 0.0 0 3.6909 0.0013 0.01 2 1.534 0.005 1.59 1.06 2.24 1.0 1.36 0.41 1.0 0.88 -0.06 0.25 1.0 0.21 -0.01 -0.09 0.56 1.0
75323 15 3 2 4.0289949683 -1.0353414981 7.27 -12.97 -34.24 0.6 0.48 0.81 0.77 0.7 134 12.22 0 0.0 0 4.537 0.0023 0.022 2 0.169 0.007 0.18 1.09 -0.66 1.06 0.58 0.29 1.03 0.08 -0.69 0.5 1.03 -0.85 -0.07 -0.42 -0.65 1.0
75458 5 0 1 4.0357673053 1.0291512588 32.23 -8.36 17.08 0.09 0.09 0.1 0.08 0.1 137 -2.1 0 0.0 0 3.4638 0.0005 0.005 0 1.166 0.007 1.07 1.08 0.94 1.12 -0.26 1.99 1.01 3.66 2.73 -0.1 1.02 3.09 3.49 -1.18 1.68 1.0
75695 75 4 1 4.0484258681 0.5079866628 29.17 -180.17 85.92 0.38 0.51 0.76 0.4 0.64 184 46.13 3 0.0 0 3.7373 0.0006 0.007 1 0.319 0.002 0.37 1.08 -1.58 1.02 0.76 0.3 1.0 3.01 1.55 -0.19 1.01 0.73 -0.98 -0.51 -0.69 1.0
76127 15 3 2 4.0706747501 0.547320507 8.69 -20.15 -9.39 0.23 0.31 0.46 0.28 0.39 181 20.73 2 0.0 0 4.112 0.0005 0.005 0 -0.127 0.015 -0.12 1.1 -3.05 1.03 0.07 0.76 1.01 1.8 -0.03 0.45 1.08 -0.53 1.06 -0.95 -2.36 1.0
76267 75 4 1 4.0783391856 0.4662631477 43.46 120.27 -89.58 0.17 0.17 0.28 0.19 0.2 135 12.69 0 0.0 0 2.221 0.0006 0.007 2 0.032 0.003 0.05 1.1 -0.46 1.02 0.51 -0.06 1.01 -4.53 0.46 0.89 1.01 0.62 -1.7 0.84 1.29 1.0
76276 15 3 2 4.078848281 0.1839377915 14.3 -71.48 3.64 0.73 0.48 0.75 0.91 0.64 65 18.64 0 0.0 0 3.8677 0.0019 0.013 2 0.268 0.008 0.3 1.17 -1.41 1.04 1.18 1.19 1.03 -1.7 -0.42 -0.7 1.0 -0.08 -0.21 0.68 -0.33 1.0
76297 15 3 2 4.0803223879 -0.718494371 7.75 -15.62 -25.43 0.54 0.24 0.5 0.69 0.43 118 8.41 0 0.0 0 2.7 0.0013 0.009 1 -0.216 0.015 -0.22 1.22 2.02 1.1 0.45 0.49 1.0 -1.26 -0.41 0.13 1.02 -1.54 -1.37 -0.22 -0.7 1.0
76333 5 0 1 4.0820007355 -0.2581264056 19.99 65.34 7.45 0.14 0.08 0.16 0.19 0.15 72 -3.15 0 0.0 0 4.0672 0.0006 0.004 0 1.007 0.003 1.02 1.11 2.71 1.01 1.14 -0.13 1.01 -1.27 -0.15 -0.62 1.02 -0.82 -0.66 -0.05 0.9 1.0
76552 5 0 1 4.0930387052 -0.7429427693 14.92 -149.8 57.37 0.22 0.16 0.27 0.26 0.22 94 1.86 2 0.0 0 4.4791 0.0006 0.006 0 1.412 0.013 1.42 1.05 1.23 1.05 0.17 0.41 1.01 -0.97 -0.82 0.22 1.0 -1.31 -1.25 0.8 0.27 1.0
76952 15 3 2 4.113496567 0.4589433025 22.33 -111.65 49.52 0.37 0.33 0.5 0.39 0.43 135 14.04 1 0.0 0 3.8233 0.0008 0.007 0 0.02 0.003 0.04 1.35 2.2 1.03 0.79 0.26 1.01 -3.85 1.32 0.83 1.22 -0.04 1.09 0.03 3.18 1.0
77055 5 0 1 4.1192289425 1.3577701468 8.84 19.91 -1.99 0.11 0.11 0.12 0.11 0.13 126 -0.97 1 0.0 0 4.3064 0.0003 0.004 0 0.038 0.005 0.05 1.05 0.82 1.01 2.05 0.91 1.0 1.43 0.03 -0.57 1.01 0.16 -0.77 -0.12 1.02 1.0
77070 5 0 1 4.1201402784 0.1121464762 44.1 133.84 44.81 0.16 0.12 0.19 0.21 0.19 74 1.22 0 0.0 0 2.7971 0.0004 0.003 0 1.167 0.015 1.09 1.08 1.1 1.07 1.94 1.28 1.01 -1.49 0.16 -0.2 1.02 -0.01 -1.7 0.79 1.24 1.0
77233 5 0 1 4.128519243 0.2691633862 21.03 65.38 -38.61 0.23 0.19 0.26 0.34 0.42 55 0.77 0 0.0 0 3.6836 0.0005 0.003 0 0.073 0.005 0.09 1.41 2.37 1.07 2.21 0.1 1.07 -0.52 1.1 1.58 1.55 0.84 -0.11 0.5 3.04 1.0
77450 5 0 1 4.1396598125 0.3166337791 8.54 -51.88 -88.1 0.18 0.19 0.23 0.21 0.28 103 2.23 0 0.0 0 4.1929 0.0011 0.011 2 1.616 0.008 1.73 1.29 2.76 1.07 0.58 -0.21 1.01 4.52 0.45 -1.15 1.24 1.81 1.74 -0.46 3.03 1.0
77512 5 0 1 4.1433896828 0.4549820177 19.18 -78.83 -65.28 0.15 0.15 0.26 0.17 0.17 141 0.94 0 0.0 0 4.7388 0.0008 0.009 2 0.794 0.001 0.82 1.05 -0.52 1.01 0.49 0.14 1.01 -1.71 0.83 -0.46 1.0 0.9 0.26 -0.62 0.06 1.0
77516 7 1 1 4.1435036788 -0.059867258 19.23 -100.28 -25.99 0.38 0.28 0.38 0.44 0.34 100 9.25 1 0.0 916 3.5411 0.0004 0.004 0 -0.036 0.005 -0.03 1.61 5.0 1.33 1.14 0.23 1.1 -0.15 0.3 -0.22 1.11 0.24 -0.34 -0.15 1.36 1.06
77622 5 0 1 4.148712443 0.0781485099 46.3 128.19 62.16 0.17 0.12 0.19 0.22 0.19 77 -1.08 2 0.0 0 3.7548 0.0006 0.004 0 0.147 0.009 0.13 1.13 1.2 1.03 1.48 0.71 1.01 -1.36 0.38 0.45 1.03 0.22 -0.89 -0.33 1.22 1.0
77634 5 0 1 4.1493415357 -0.5869036996 16.71 -5.1 -24.85 0.21 0.14 0.27 0.28 0.25 92 2.38 1 0.0 0 3.9547 0.0004 0.004 0 -0.045 0.005 -0.05 1.16 4.44 1.15 1.21 -0.02 1.07 -1.31 -0.26 0.42 1.09 -1.3 -2.74 1.88 2.01 1.0
77760 75 4 1 4.1568066407 0.7408920569 62.92 438.9 629.7 0.16 0.17 0.21 0.18 0.2 149 4.54 0 0.0 0 4.7198 0.0005 0.005 0 0.563 0.014 0.63 1.01 -0.13 1.0 0.14 0.28 1.02 0.62 -0.55 -0.91 1.02 -0.52 -0.15 0.94 1.42 1.0
77853 5 0 1 4.1618450083 -0.2919869887 19.36 100.33 135.02 0.14 0.08 0.15 0.16 0.12 81 -4.24 2 0.0 0 4.2934 0.0005 0.005 0 1.003 0.038 1.02 1.05 -0.75 1.05 1.04 1.37 1.03 0.68 0.28 0.12 1.0 0.42 -0.1 1.49 0.4 1.0
77952 5 0 1 4.167614133 -1.1070579781 80.79 -188.66 -401.85 0.09 0.1 0.16 0.12 0.13 150 -0.04 2 0.0 0 2.9075 0.0004 0.004 0 0.315 0.003 0.36 1.06 -1.02 1.05 0.1 0.07 1.01 1.47 -2.42 1.19 1.01 -2.38 -0.47 0.44 -0.86 1.0
78072 5 0 1 4.173299995 0.2734011715 88.86 310.93 -1282.19 0.16 0.12 0.18 0.2 0.18 55 -1.34 1 0.0 0 3.9456 0.0008 0.005 0 0.478 0.006 0.54 1.07 0.45 1.02 1.65 0.56 1.01 -0.62 -0.41 -0.47 1.01 -0.56 0.59 0.51 0.57 1.0
78159 5 0 1 4.1782674598 0.4691100516 14.73 -77.07 -60.61 0.12 0.13 0.21 0.14 0.18 180 1.49 0 0.0 0 4.2992 0.0005 0.006 0 1.231 0.001 1.17 1.06 -1.69 1.01 0.9 0.37 1.01 -1.68 -0.29 -1.2 1.0 0.04 -0.84 0.14 -0.25 1.0
78265 1 0 1 4.1837811576 -0.4557760267 5.57 -11.42 -26.83 0.56 0.27 0.64 0.78 0.74 110 0.06 0 2.0 0 2.8274 0.0015 0.013 1 -0.18 0.005 -0.18 1.09 0.2 1.22 0.42 -0.16 1.08 0.62 0.25 0.46 1.23 0.63 -0.78 0.66 0.96 1.0
78384 5 0 1 4.1893240195 -0.6701478078 7.38 -16.96 -27.83 0.15 0.12 0.18 0.19 0.19 90 0.15 1 0.0 0 3.3398 0.0011 0.007 0 -0.206 0.015 -0.23 1.12 3.24 1.15 1.48 0.88 1.02 -0.16 0.41 1.37 1.23 0.43 -2.55 0.79 3.74 1.0
78401 57 3 2 4.1902454992 -0.3948217575 6.64 -10.21 -35.41 0.8 0.63 0.89 1.01 0.71 88 27.12 0 0.0 921 2.2617 0.0015 0.008 0 -0.117 0.024 -0.09 1.25 0.84 2.15 0.6 0.67 1.28 -1.32 -0.13 -1.31 1.19 -0.47 -2.8 -0.38 1.55 1.07
78493 5 0 1 4.1950872545 0.5209996009 10.46 -38.31 -6.56 0.14 0.18 0.24 0.14 0.21 179 2.86 0 0.0 0 4.9684 0.0005 0.006 0 -0.05 0.002 -0.03 1.04 -0.57 1.02 0.5 -0.22 1.01 -0.07 -1.76 0.96 1.0 -1.32 -0.08 0.51 0.05 1.0
78527 5 0 1 4.1970589736 1.0221422574 47.54 -319.51 334.97 0.1 0.11 0.12 0.11 0.13 102 -2.45 0 0.0 0 4.119 0.0006 0.005 0 0.528 0.013 0.55 1.13 -0.25 1.05 2.52 0.93 1.02 1.88 1.67 -1.26 1.01 1.3 1.07 -0.91 0.74 1.0
78639 5 0 1 4.2028153991 -0.8592207186 14.86 42.05 9.14 0.2 0.14 0.25 0.24 0.2 90 -0.86 0 0.0 0 4.8061 0.0005 0.006 0 0.902 0.04 0.91 1.06 -0.92 1.03 1.01 0.38 1.01 0.52 0.55 0.16 1.01 0.69 -1.01 0.45 -0.79 1.0
78820 95 3 1 4.2125146985 -0.3456693411 8.07 -5.2 -24.04 0.71 0.48 0.78 0.92 0.64 70 28.98 0 0.0 0 2.594 0.0096 0.026 0 -0.065 0.023 -0.04 1.02 0.11 1.02 1.12 1.14 1.02 -0.28 -0.2 -0.3 1.0 -0.31 -0.07 1.51 -0.4 1.0
78970 1 2 1 4.2205097386 -0.6415051923 18.25 47.26 -64.51 0.89 0.53 1.05 1.42 1.05 125 -0.14 1 4.2 0 5.794 0.0005 0.006 0 0.298 0.004 0.34 1.04 0.0 1.18 0.05 0.06 1.01 -0.19 -0.05 0.08 1.01 -0.09 -0.6 0.03 0.16 1.0
79509 5 0 1 4.2476030328 -0.9534805768 7.62 -5.14 -22.86 0.2 0.15 0.26 0.26 0.22 110 -0.9 0 0.0 0 5.1145 0.0006 0.006 0 1.016 0.004 0.99 1.01 -1.01 1.05 0.11 -0.04 1.05 0.08 0.03 0.52 1.07 0.03 -1.33 0.94 -1.62 1.0
79822 5 0 1 4.2651847957 1.3221690065 33.63 -90.3 257.66 0.16 0.17 0.17 0.19 0.2 104 0.76 0 0.0 0 5.0409 0.0006 0.004 0 0.393 0.002 0.46 1.05 -0.2 1.04 1.0 1.05 1.01 1.27 0.53 -0.57 1.0 0.48 -1.13 -0.06 0.5 1.0
79882 5 0 1 4.268729261 -0.0819014637 30.64 83.4 40.58 0.15 0.13 0.2 0.17 0.17 55 -1.59 0 0.0 0 3.3887 0.0009 0.005 0 0.966 0.014 0.96 1.12 1.94 1.15 2.41 2.32 1.06 -0.15 -0.38 1.5 1.21 -0.51 -1.18 -0.31 3.45 1.0
79992 5 0 1 4.2749256882 0.8083190661 10.61 -13.33 38.48 0.09 0.1 0.11 0.1 0.1 135 -1.36 2 0.0 0 3.8472 0.0012 0.01 1 -0.151 0.009 -0.19 1.01 -0.72 1.03 0.62 -0.78 1.0 -0.1 -0.41 0.4 1.0 -0.39 2.02 0.77 0.16 1.0
80000 5 0 1 4.2753707293 -0.8753765045 25.33 -159.71 -52.25 0.17 0.12 0.2 0.23 0.18 97 -2.14 1 0.0 0 4.176 0.0005 0.005 0 1.08 0.002 1.03 1.1 -0.41 1.19 0.65 0.42 1.08 -1.18 -0.34 -0.04 1.1 -0.44 -2.68 2.01 -2.16 1.0
80170 5 0 1 4.2844374235 0.334283292 16.93 -47.39 43.81 0.16 0.14 0.22 0.24 0.21 110 1.35 0 0.0 0 3.8125 0.0006 0.005 0 0.299 0.015 0.34 1.16 -1.16 1.12 1.34 0.26 1.01 -2.24 0.07 -0.05 1.02 0.42 -2.56 0.67 -1.12 1.0
80331 5 0 1 4.2934740901 1.0736231529 35.42 -17.02 56.95 0.09 0.09 0.09 0.08 0.09 138 -1.39 2 0.0 0 2.8717 0.0005 0.004 0 0.91 0.001 0.84 1.15 0.76 1.08 1.12 1.84 1.01 5.74 2.67 -0.93 1.02 2.83 2.72 -0.76 1.81 1.0
80582 5 0 1 4.3074033577 -0.8299867129 6.15 -13.68 -19.89 0.22 0.12 0.28 0.27 0.2 128 -1.31 0 0.0 0 4.5129 0.0013 0.014 0 -0.07 0.015 -0.04 1.11 -1.4 1.3 1.3 0.39 1.13 0.6 0.4 0.25 1.01 0.64 -3.41 2.39 0.6 1.0
80763 1 2 1 4.3171059089 -0.4613244851 5.89 -12.11 -23.3 0.87 0.58 1.0 1.22 0.76 76 0.08 0 3.6 0 0.9757 0.0055 0.042 2 1.865 0.014 2.9 1.08 0.73 1.1 0.13 0.1 1.04 -0.07 -0.09 0.23 1.01 -0.18 -0.58 0.22 0.22 1.0
80816 75 4 1 4.3206543171 0.3750651255 23.44 -99.15 -15.39 0.37 0.36 0.58 0.37 0.5 165 36.29 1 0.0 0 2.9378 0.0005 0.004 0 0.947 0.004 0.94 1.36 0.95 1.07 0.5 -0.02 1.01 8.51 3.29 -0.81 1.01 3.3 -0.82 0.76 0.92 1.0
81065 5 0 1 4.3347771051 -1.377011705 20.87 -125.51 -78.25 0.11 0.13 0.16 0.12 0.15 150 1.71 0 0.0 0 4.0203 0.0005 0.005 0 0.923 0.002 0.92 1.05 -1.02 1.01 1.56 -0.86 1.0 1.54 0.1 -0.25 1.0 -0.08 0.26 -0.14 -0.12 1.0
81126 1 0 1 4.3375932894 0.7406635595 10.36 -7.54 59.42 0.35 0.44 0.46 0.46 0.54 108 0.5 0 2.5 0 4.2022 0.0005 0.004 0 -0.013 0.01 0.02 1.02 -0.06 1.05 0.22 0.47 1.0 -0.36 0.04 -0.22 1.0 0.04 0.49 -0.05 0.09 1.0
81266 1 0 1 4.3453578306 -0.4924614315 6.88 -9.89 -22.83 0.51 0.4 0.53 0.61 0.55 94 0.02 0 2.0 0 2.7374 0.0004 0.003 0 -0.206 0.003 -0.24 1.2 1.78 1.43 0.22 -0.15 1.04 -0.03 -0.1 0.56 1.28 -0.17 -1.96 0.65 1.48 1.0
81377 5 0 1 4.3509262017 -0.184431591 8.91 15.26 24.79 0.2 0.15 0.2 0.26 0.22 74 1.38 4 0.0 0 2.5708 0.0012 0.009 0 0.038 0.051 0.1 1.16 3.62 1.26 1.43 0.01 1.0 -1.3 -0.2 0.11 1.16 -1.03 -4.04 -0.25 2.95 1.0
81693 15 3 2 4.3689574263 0.5515569741 93.32 -461.52 342.28 0.3 0.37 0.47 0.38 0.48 153 34.9 1 0.0 0 2.9338 0.0004 0.004 0 0.65 0.011 0.7 1.01 -0.44 1.02 0.11 1.35 1.0 -1.08 -0.33 -0.06 1.0 -0.23 0.51 0.33 -0.05 1.0
81833 5 0 1 4.3759577535 0.6793250957 30.02 35.41 -85.3 0.09 0.09 0.11 0.09 0.1 131 -2.51 0 0.0 0 3.6411 0.0004 0.004 0 0.916 0.007 0.89 1.04 -1.02 1.03 1.21 1.09 1.0 -0.21 -1.81 0.7 1.02 -1.66 -0.19 -0.04 -1.75 1.0
81852 5 0 1 4.376807215 -1.352919402 20.78 -282.7 -354.81 0.13 0.15 0.2 0.14 0.17 150 2.21 0 0.0 0 4.3954 0.0005 0.005 0 1.06 0.015 1.04 1.03 -0.52 1.03 1.01 -0.72 1.02 0.81 1.04 0.65 1.0 0.86 -0.65 -1.34 0.27 1.0
82080 5 5 1 4.3893692379 1.4318201239 10.73 19.47 2.61 0.34 0.34 0.39 0.36 0.47 122 21.11 0 0.0 0 4.3677 0.0012 0.01 1 0.897 0.013 0.91 1.06 -2.54 1.05 0.55 0.53 1.01 1.04 0.11 -0.4 1.02 -0.21 1.81 0.73 -1.1 1.0
82273 5 0 1 4.401128835 -1.2047595072 8.35 17.99 -31.58 0.08 0.11 0.15 0.11 0.15 176 3.2 3 0.0 0 2.0711 0.0006 0.005 0 1.447 0.002 1.45 1.01 -0.91 1.01 0.34 0.71 1.04 1.18 0.06 0.68 1.0 -0.02 0.54 -2.2 -0.22 1.0
82363 5 0 1 4.4060190813 -1.0304653683 10.9 39.73 -24.91 0.11 0.1 0.2 0.13 0.12 220 1.35 1 0.0 0 3.876 0.0008 0.009 0 1.562 0.004 1.67 1.04 -1.85 1.12 0.71 0.3 1.02 0.45 1.7 -0.65 1.0 2.0 -3.83 1.72 -0.49 1.0
82396 5 0 1 4.4077013945 -0.5985189437 51.19 -614.85 -255.98 0.19 0.12 0.22 0.21 0.13 52 0.46 1 0.0 0 2.4532 0.0008 0.005 0 1.144 0.032 1.1 1.04 0.32 1.05 1.43 1.47 1.03 0.7 0.19 1.01 1.0 0.33 -0.43 1.31 0.65 1.0
82514 1 5 1 4.4151186082 -0.6640511238 6.51 -10.58 -22.06 0.8 0.63 0.91 0.87 0.74 61 0.46 0 3.4 0 2.9245 0.0124 0.081 1 -0.2 0.16 -0.2 1.09 0.23 1.04 0.45 0.25 1.01 0.22 0.25 -0.02 1.03 0.34 0.1 0.18 0.36 1.0
82671 5 0 1 4.4243898223 -0.7393567228 1.27 -1.01 -4.01 0.22 0.18 0.25 0.26 0.19 60 -1.82 1 0.0 0 4.8394 0.0035 0.023 2 0.444 0.005 0.71 1.11 1.9 1.03 0.98 0.62 1.02 -0.12 -0.4 -0.35 1.04 -0.51 0.3 0.5 1.26 1.0
83000 5 0 1 4.4404281814 0.1636256036 35.66 -292.13 -10.38 0.16 0.11 0.2 0.17 0.12 100 0.63 4 0.0 0 3.3612 0.0006 0.005 0 1.16 0.43 1.1 1.19 -3.19 1.14 1.15 1.85 1.0 -0.04 -2.42 0.01 1.07 -3.25 -0.04 0.51 -3.17 1.0
83081 5 0 1 4.4445704416 -0.9772108151 6.71 -17.8 -36.67 0.13 0.11 0.19 0.15 0.12 79 -1.63 2 0.0 0 3.2393 0.0012 0.008 0 1.552 0.097 1.6 1.15 -0.91 1.09 1.9 1.67 1.0 -1.15 -0.73 0.53 1.01 -0.69 -0.97 0.17 -0.92 1.0
83207 5 0 1 4.4518554078 0.5397664446 21.04 -47.69 26.9 0.09 0.1 0.14 0.11 0.15 139 -1.72 0 0.0 0 3.9111 0.0004 0.005 0 -0.018 0.004 -0.04 1.06 -0.67 1.0 1.93 0.26 1.04 1.0 -0.32 0.01 1.01 -0.32 -0.29 1.65 0.72 1.0
83895 7 1 1 4.4889304721 1.1469367756 9.93 -20.43 19.61 0.32 0.37 0.35 0.42 0.51 146 27.5 0 0.0 988 3.1359 0.0006 0.005 0 -0.12 0.002 -0.14 1.34 1.11 1.18 1.53 0.23 1.05 10.75 3.12 -1.89 1.77 3.24 1.31 -0.78 1.64 1.18
84012 17 3 2 4.4958708926 -0.2744556024 36.91 40.13 99.17 0.97 0.37 0.8 1.06 0.39 77 18.36 1 0.0 989 2.4393 0.0008 0.004 0 0.059 0.01 0.06 1.58 -3.64 1.14 1.65 0.24 1.16 -1.68 0.29 -0.17 1.23 1.82 -3.1 2.06 -2.6 1.07
84143 5 0 1 4.503616772 -0.7546540224 44.39 24.47 -288.55 0.14 0.08 0.16 0.15 0.08 94 -2.78 0 0.0 0 3.4149 0.0004 0.004 0 0.441 0.003 0.47 1.16 2.31 1.1 2.18 0.35 1.05 -2.0 -0.95 -0.42 1.0 -2.26 -4.0 2.83 0.82 1.0
84379 5 0 1 4.5161793708 0.4335325833 43.41 -21.18 -156.48 0.06 0.1 0.15 0.08 0.14 210 -0.8 0 0.0 0 3.1501 0.0005 0.005 0 0.08 0.004 0.06 1.03 -0.6 1.04 0.8 0.54 1.02 2.76 -0.86 1.32 1.0 -0.65 2.1 1.15 -0.41 1.0
84380 5 0 1 4.5162470062 0.6424409577 8.66 -27.29 2.82 0.09 0.1 0.12 0.09 0.13 140 -0.48 0 0.0 0 3.3121 0.0006 0.006 0 1.437 0.0 1.31 1.0 -0.19 1.02 0.67 -0.86 1.0 0.27 -0.26 0.28 1.0 -0.22 -1.36 -0.04 0.24 1.0
84606 15 3 2 4.5276957547 0.6508567252 18.59 -43.05 64.36 0.24 0.32 0.33 0.27 0.37 124 15.49 0 0.0 0 4.6304 0.0006 0.004 0 0.043 0.003 0.07 1.02 -0.78 1.03 -0.34 -0.06 1.01 -0.7 -1.34 0.97 1.01 -0.94 1.17 -0.4 -0.64 1.0
84880 5 0 1 4.5414656527 -0.2242203939 16.05 43.4 2.61 0.25 0.15 0.26 0.32 0.18 66 -0.2 0 0.0 0 4.3496 0.0005 0.004 0 0.037 0.007 0.07 1.21 0.17 1.27 1.79 0.72 1.03 -1.25 -0.21 0.7 1.0 -0.4 -4.1 -0.24 -0.2 1.0
85112 15 3 2 4.5539256612 0.6483186784 8.29 -39.38 7.71 0.27 0.3 0.33 0.27 0.42 136 10.24 0 0.0 0 4.1529 0.0006 0.006 0 -0.011 0.005 0.01 1.14 -0.91 1.02 -0.67 0.57 1.01 3.34 -0.42 -1.01 1.0 -0.77 0.54 -0.11 -0.1 1.0
85258 7 0 1 4.5609814586 -0.9691782595 5.05 -8.51 -25.24 0.6 0.37 0.64 0.61 0.43 81 19.2 0 0.0 998 2.9935 0.0011 0.007 0 1.479 0.003 1.5 1.69 4.13 1.07 0.52 -0.63 1.21 1.47 0.67 -0.69 1.08 1.42 0.37 -0.73 1.61 1.01
85267 5 0 1 4.5613932582 -0.9839762802 2.93 -0.44 -15.77 0.13 0.11 0.16 0.18 0.14 87 -1.26 2 0.0 0 3.271 0.0012 0.007 0 -0.15 0.002 -0.12 1.1 3.35 1.03 0.26 0.67 1.02 0.15 0.96 -0.86 1.09 1.09 -0.37 0.17 2.75 1.0
85670 5 0 1 4.5833783766 0.9128309154 8.58 -15.89 12.28 0.09 0.09 0.1 0.09 0.11 118 -0.97 1 0.0 0 2.9466 0.0005 0.005 0 0.954 0.007 0.93 1.0 -0.25 1.0 0.46 -0.55 1.01 0.28 -0.5 -0.1 1.0 -0.47 -0.03 1.18 0.58 1.0
85693 5 0 1 4.5847107282 0.4557160166 8.83 18.81 16.62 0.11 0.16 0.22 0.14 0.21 168 1.34 0 0.0 0 4.5456 0.0006 0.006 0 1.434 0.003 1.39 1.0 -0.48 1.0 0.37 -0.43 1.02 0.05 0.12 1.08 1.0 0.08 -0.27 0.87 0.14 1.0
85727 75 4 1 4.5862872742 -1.0591287369 16.48 -54.01 -99.25 0.24 0.21 0.34 0.3 0.24 135 17.32 0 0.0 0 3.5681 0.0004 0.004 0 -0.104 0.009 -0.1 1.08 0.21 1.05 1.38 0.01 1.02 2.27 1.56 -1.34 1.01 1.79 2.63 -0.23 1.14 1.0
85755 5 0 1 4.5876670822 -0.4182259209 8.04 5.24 -25.72 0.23 0.13 0.24 0.28 0.12 78 -1.35 1 0.0 0 4.804 0.0006 0.004 0 0.016 0.029 0.08 1.08 0.05 1.12 0.84 -0.34 1.01 -0.57 1.03 0.02 1.04 1.94 -2.07 0.92 2.09 1.0
85792 1 0 1 4.5895266472 -0.8705000971 12.2 -33.27 -67.22 0.73 0.36 0.85 0.84 0.31 83 0.18 0 2.2 0 2.7869 0.0034 0.028 2 -0.136 0.004 -0.15 1.32 -0.62 1.21 0.82 -0.17 1.02 -0.41 -0.7 -0.23 1.07 -1.18 1.74 0.29 -1.19 1.0
85822 5 0 1 4.5911538344 1.5112165367 18.95 10.17 53.97 0.12 0.14 0.14 0.12 0.15 130 1.18 0 0.0 0 4.3641 0.0005 0.004 0 0.021 0.002 0.04 1.04 0.23 1.02 1.7 -0.39 1.01 0.38 -1.17 -0.66 1.01 -1.02 -0.81 0.61 -0.95 1.0
